"license","Licensee Information","Business Name:","License Number:","In Business:","Location Address:","City/Town:","State:","Telephone Number:","Trade Name","Address","Town","County","License #","Permissions","Expiration Date","On or Off","latitude","longitude","accuracy","marker-size","marker-color","marker-symbol"
"1258",NA,"DIGBY'S","1258","Yes","110 NEW GORHAM ROAD","WESTBROOK","ME","854-5429","DIGBY'S","110 NEW GORHAM ROAD","WESTBROOK","CUMBERLAND","1258","M","01/22/2015","OFF",43.676827,-70.377961,"street_address","small","#4f4","alcohol-shop"
"1259",NA,"NESTLING DUCK, INC., THE","1259","Yes","350 PINE POINT ROAD","SCARBOROUGH","ME","883-6705","NESTLING DUCK, INC., THE","350 PINE POINT ROAD","SCARBOROUGH","CUMBERLAND","1259","M-V","03/04/2015","OFF",43.542985,-70.346407,"street_address","small","#4f4","alcohol-shop"
"126",NA,"WAL-MART STORE #2659","126","Yes","206 US ROUTE 1","FALMOUTH","ME","207-781-3879","WAL-MART STORE #2659","206 US ROUTE 1","FALMOUTH","CUMBERLAND","126","V-M","07/01/2015","OFF",43.7202174,-70.2352791,"street_address","small","#4f4","alcohol-shop"
"1261",NA,"OAK HILL GENERAL STORE","1261","Yes","3 OSSIPEE TRAIL WEST","STANDISH","ME","642-3600","OAK HILL GENERAL STORE","3 OSSIPEE TRAIL WEST","STANDISH","CUMBERLAND","1261","M-V","06/21/2015","OFF",43.7358651,-70.5523131,"street_address","small","#4f4","alcohol-shop"
"1262",NA,"FIRST STOP CONVENIENCE STORE","1262","Yes","85 COUNTY ROAD","SCARBOROUGH","ME","207-839-6201","FIRST STOP CONVENIENCE STORE","85 COUNTY ROAD","SCARBOROUGH","CUMBERLAND","1262","M-V","06/24/2015","OFF",43.642704,-70.3981699,"street_address","small","#4f4","alcohol-shop"
"1263",NA,"BARKING DAWG MARKET, THE","1263","Yes","119 SKIWAY RD.","NEWRY","ME","207-824-6969","BARKING DAWG MARKET, THE","119 SKIWAY RD.","NEWRY","OXFORD","1263","M-V","03/10/2015","OFF",44.4711523,-70.8433311,"street_address","small","#4f4","alcohol-shop"
"1274",NA,"WHOLE FOODS MARKET","1274","Yes","2 SOMERSET STREET","PORTLAND","ME","207-774-7711","WHOLE FOODS MARKET","2 SOMERSET STREET","PORTLAND","CUMBERLAND","1274","M-V","02/13/2015","OFF",43.6634369,-70.2594329,"street_address","small","#4f4","alcohol-shop"
"1276",NA,"MOBIL ON THE RUN FRYEBURG","1276","Yes","496 MAIN STREET","FRYEBURG","ME","207-935-1228","MOBIL ON THE RUN FRYEBURG","496 MAIN STREET","FRYEBURG","OXFORD","1276","V-M","02/28/2015","OFF",44.0147378,-70.9832357,"street_address","small","#4f4","alcohol-shop"
"1280",NA,"EAST SIDE CONVENIENCE","1280","Yes","88 HIGH STREET","SANFORD","ME","207-651-1542","EAST SIDE CONVENIENCE","88 HIGH STREET","SANFORD","YORK","1280","V-M","06/18/2015","OFF",43.4436465,-70.7655563,"street_address","small","#4f4","alcohol-shop"
"1286",NA,"CRAFT BEER CELLAR, PORTLAND","1286","Yes","111 COMMERCIAL STREET","PORTLAND","ME","774-286-1046","CRAFT BEER CELLAR, PORTLAND","111 COMMERCIAL STREET","PORTLAND","CUMBERLAND","1286","M-V","08/27/2015","OFF",43.656843,-70.251379,"street_address","small","#4f4","alcohol-shop"
"1292",NA,"PIZZA JOINT, INC.","1292","Yes","448 FOREST AVENUE","PORTLAND","ME","797-3192","PIZZA JOINT, INC.","448 FOREST AVENUE","PORTLAND","CUMBERLAND","1292","M","03/28/2015","OFF",43.7035806,-70.3251716,"street_address","small","#4f4","alcohol-shop"
"1301",NA,"KITCHEN & CORK, INC.","1301","Yes","400 EXPEDITION DRIVE","SCARBOROUGH","ME","207-885-5727","KITCHEN & CORK, INC.","400 EXPEDITION DRIVE","SCARBOROUGH","CUMBERLAND","1301","V","05/14/2015","OFF",43.601188,-70.368529,"street_address","small","#4f4","alcohol-shop"
"1303",NA,"BROADWAY GETTY MART","1303","Yes","207 BROADWAY","SOUTH PORTLAND","ME","799-6421","BROADWAY GETTY MART","207 BROADWAY","SOUTH PORTLAND","CUMBERLAND","1303","V-M","11/26/2014","OFF",43.6425528,-70.2398093,"street_address","small","#4f4","alcohol-shop"
"1310",NA,"GOOD LIFE MARKET, THE","1310","Yes","1297 ROOSEVELT TRAIL","RAYMOND","ME","655-1196","GOOD LIFE MARKET, THE","1297 ROOSEVELT TRAIL","RAYMOND","CUMBERLAND","1310","M-V","05/14/2015","OFF",43.888688,-70.4633939,"street_address","small","#4f4","alcohol-shop"
"1312",NA,"MELLEN STREET MARKET","1312","Yes","79 MELLEN STREET","PORTLAND","ME","772-2206","MELLEN STREET MARKET","79 MELLEN STREET","PORTLAND","CUMBERLAND","1312","V-M","02/06/2015","OFF",43.6558769,-70.270357,"street_address","small","#4f4","alcohol-shop"
"1320",NA,"CARL'S MEAT MARKET, LLC","1320","Yes","25 STATE ROAD","KITTERY","ME","439-1557","CARL'S MEAT MARKET, LLC","25 STATE ROAD","KITTERY","YORK","1320","M","06/06/2015","OFF",43.089232,-70.749821,"street_address","small","#4f4","alcohol-shop"
"1323",NA,"H.B. PROVISIONS","1323","Yes","15 WESTERN AVENUE","KENNEBUNK","ME","967-5762","H.B. PROVISIONS","15 WESTERN AVENUE","KENNEBUNK","YORK","1323","M-V","05/16/2015","OFF",43.3598533,-70.4808681,"street_address","small","#4f4","alcohol-shop"
"1324",NA,"GOOD BEER STORE, THE","1324","Yes","285 MAIN STREET    SUITE 6","FRYEBURG","ME","935-1162","GOOD BEER STORE, THE","285 MAIN STREET	 SUITE 6","FRYEBURG","OXFORD","1324","M-V","03/09/2015","OFF",44.1300718,-70.8906452,"subpremise","small","#4f4","alcohol-shop"
"1325",NA,"AMATO'S","1325","Yes","234 US ROUTE #1, OAKHILL","SCARBOROUGH","ME","883-2402","AMATO'S","234 US ROUTE #1, OAKHILL","SCARBOROUGH","CUMBERLAND","1325","V-M","12/31/2014","OFF",37.2845742,-77.4119859,"route","small","#4f4","alcohol-shop"
"1326",NA,"STEVE'S GENERAL STORE","1326","Yes","1573 MAIN STREET","OXFORD","ME","743-9553","STEVE'S GENERAL STORE","1573 MAIN STREET","OXFORD","OXFORD","1326","V-M","05/02/2015","OFF",44.1943252,-70.5247936,"street_address","small","#4f4","alcohol-shop"
"1334",NA,"TOWLE'S CORNER STORE","1334","Yes","36 MAIN STREET","DIXFIELD","ME","207-562-8130","TOWLE'S CORNER STORE","36 MAIN STREET","DIXFIELD","OXFORD","1334","V-M","07/23/2015","OFF",44.531299,-70.4564948,"street_address","small","#4f4","alcohol-shop"
"1336",NA,"7-ELEVEN #32530B","1336","Yes","169 STATE ROAD, ROUTE 1 KITTERY CIRCLE","KITTERY","ME","972-828-7536","7-ELEVEN #32530B","169 STATE ROAD, ROUTE 1 KITTERY CIRCLE","KITTERY","YORK","1336","V-M","07/11/2015","OFF",43.0881256,-70.736137,"locality","small","#4f4","alcohol-shop"
"1340",NA,"MOBIL ON THE RUN SCARBOROUGH","1340","Yes","613 US ROUTE 1","SCARBOROUGH","ME","207-885-5022","MOBIL ON THE RUN SCARBOROUGH","613 US ROUTE 1","SCARBOROUGH","CUMBERLAND","1340","V-M","02/28/2015","OFF",43.5706195,-70.3885418,"street_address","small","#4f4","alcohol-shop"
"1343",NA,"CAPT'N HOOKS SEAFOOD & TAKEOUT","1343","Yes","2118 POST ROAD","WELLS","ME","646-6646","CAPT'N HOOKS SEAFOOD & TAKEOUT","2118 POST ROAD","WELLS","YORK","1343","M-V","04/29/2015","OFF",43.3334143,-70.5705687,"street_address","small","#4f4","alcohol-shop"
"1344",NA,"LEROUX KITCHEN","1344","Yes","161 COMMERCIAL STREET","PORTLAND","ME","553-7665","LEROUX KITCHEN","161 COMMERCIAL STREET","PORTLAND","CUMBERLAND","1344","M-V","09/18/2015","OFF",43.6562606,-70.2523003,"street_address","small","#4f4","alcohol-shop"
"1347",NA,"OLD PORT SPIRITS AND CIGARS","1347","Yes","79 COMMERCIAL STREET","PORTLAND","ME","207-772-9463","OLD PORT SPIRITS AND CIGARS","79 COMMERCIAL STREET","PORTLAND","CUMBERLAND","1347","M-V","05/18/2015","OFF",43.6575061,-70.2502607,"street_address","small","#4f4","alcohol-shop"
"1350",NA,"BEA'S MARKETPLACE, LLC","1350","Yes","14 PORTLAND STREET","FRYEBURG","ME","207-935-3135","BEA'S MARKETPLACE, LLC","14 PORTLAND STREET","FRYEBURG","OXFORD","1350","M-V","06/20/2015","OFF",44.0165424,-70.979926,"street_address","small","#4f4","alcohol-shop"
"1355",NA,"CIRCLE K #7111","1355","Yes","72 MAIN STREET","MEXICO","ME","812-379-9227","CIRCLE K #7111","72 MAIN STREET","MEXICO","OXFORD","1355","V-M","04/10/2015","OFF",44.5570386,-70.54349,"street_address","small","#4f4","alcohol-shop"
"1357",NA,"HANDY STORE, THE","1357","Yes","44 EAST MAIN STREET","SOUTH PARIS","ME","743-2615","HANDY STORE, THE","44 EAST MAIN STREET","SOUTH PARIS","OXFORD","1357","M-V","10/31/2014","OFF",44.222588,-70.508688,"street_address","small","#4f4","alcohol-shop"
"1360",NA,"CIRCLE K #7061","1360","Yes","65 GRAY RD.","FALMOUTH","ME","207-878-5505","CIRCLE K #7061","65 GRAY RD.","FALMOUTH","CUMBERLAND","1360","M-V","07/15/2015","OFF",43.732568,-70.2950089,"street_address","small","#4f4","alcohol-shop"
"1364",NA,"HANNAFORD #8387","1364","Yes","415 PHILBROOK AVENUE","SOUTH PORTLAND","ME","761-2729","HANNAFORD #8387","415 PHILBROOK AVENUE","SOUTH PORTLAND","CUMBERLAND","1364","M-V","09/22/2015","OFF",43.6343426,-70.3285091,"street_address","small","#4f4","alcohol-shop"
"137",NA,"CVS / PHARMACY #8245","137","Yes","5-12 MIDDLE STREET","FREEPORT","ME","865-6324","CVS / PHARMACY #8245","5-12 MIDDLE STREET","FREEPORT","CUMBERLAND","137","V-M","05/02/2015","OFF",43.8575187,-70.1009951,"street_address","small","#4f4","alcohol-shop"
"1371",NA,"BIG APPLE FOOD STORE #1084, THE","1371","Yes","90 WESTERN AVENUE","SOUTH PORTLAND","ME","743-9212","BIG APPLE FOOD STORE #1084, THE","90 WESTERN AVENUE","SOUTH PORTLAND","CUMBERLAND","1371","M-V","08/28/2015","OFF",43.6339665,-70.3185788,"street_address","small","#4f4","alcohol-shop"
"1372",NA,"FARE SHARE CO-OP MARKET","1372","Yes","443 MAIN STREET","NORWAY","ME","743-9044","FARE SHARE CO-OP MARKET","443 MAIN STREET","NORWAY","OXFORD","1372","M-V","04/24/2015","OFF",44.214151,-70.542929,"street_address","small","#4f4","alcohol-shop"
"1373",NA,"CHANNEL MARINE CORPORATION","1373","Yes","231 FRONT STREET","SOUTH PORTLAND","ME","207-767-4729","CHANNEL MARINE CORPORATION","231 FRONT STREET","SOUTH PORTLAND","CUMBERLAND","1373","M-V","05/21/2015","OFF",43.6495732,-70.2423278,"street_address","small","#4f4","alcohol-shop"
"1376",NA,"LEBANON HOUSE OF PIZZA","1376","Yes","413 CARL BROGGI HWY","LEBANON","ME","457-1010","LEBANON HOUSE OF PIZZA","413 CARL BROGGI HWY","LEBANON","YORK","1376","M","04/24/2015","OFF",43.403639,-70.8738649,"street_address","small","#4f4","alcohol-shop"
"1381",NA,"CIRCLE K #7049","1381","Yes","454 US ROUTE 1","YORK","ME","207-363-9863","CIRCLE K #7049","454 US ROUTE 1","YORK","YORK","1381","M-V","07/15/2015","OFF",43.1496255,-70.6700476,"street_address","small","#4f4","alcohol-shop"
"1383",NA,"CIRCLE K #7084","1383","Yes","574 US ROUTE 1","FREEPORT","ME","207-865-4952","CIRCLE K #7084","574 US ROUTE 1","FREEPORT","CUMBERLAND","1383","M-V","11/23/2015","OFF",43.8422524,-70.1194508,"street_address","small","#4f4","alcohol-shop"
"1390",NA,"SACO BAY VARIETY","1390","Yes","216 BEACH STREET","SACO","ME","282-4400","SACO BAY VARIETY","216 BEACH STREET","SACO","YORK","1390","M-V","01/24/2015","OFF",43.497839,-70.431281,"street_address","small","#4f4","alcohol-shop"
"1392",NA,"GOOD FOOD STORE","1392","Yes","212 MAYVILLE ROAD (RT 2)","BETHEL","ME","824-3754","GOOD FOOD STORE","212 MAYVILLE ROAD (RT 2)","BETHEL","OXFORD","1392","V-M","12/04/2014","OFF",44.4333234,-70.8026885,"street_address","small","#4f4","alcohol-shop"
"1396",NA,"GIBBS OIL CO., L.P.","1396","Yes","US ROUTE ONE","OGUNQUIT","ME","207-646-8490","GIBBS OIL CO., L.P.","US ROUTE ONE","OGUNQUIT","YORK","1396","V-M","04/12/2015","OFF",43.2537832,-70.6002944,"route","small","#4f4","alcohol-shop"
"1399",NA,"VILLAGE FOOD MARKET, INC.","1399","Yes","230  MAIN STREET","OGUNQUIT","ME","646-2122","VILLAGE FOOD MARKET, INC.","230  MAIN STREET","OGUNQUIT","YORK","1399","M-V","03/29/2015","OFF",43.2493581,-70.5996032,"street_address","small","#4f4","alcohol-shop"
"14-5001",NA,"TEE N TEE GOLF","14-5001","Yes","23 BRIDGTON ROAD    SUITE 12","WESTBROOK","ME","797-6753","TEE N TEE GOLF","23 BRIDGTON ROAD	  SUITE 12","WESTBROOK","CUMBERLAND","14-5001","M","04/29/2015","ON",43.704103,-70.32501,"subpremise","small","#f44","restaurant"
"14-5002",NA,"WEBBS MILLS VARIETY","14-5002","Yes","455 POLAND SPRING ROAD","CASCO","ME","627-4000","WEBBS MILLS VARIETY","455 POLAND SPRING ROAD","CASCO","CUMBERLAND","14-5002","M","05/14/2015","ON",43.986599,-70.4761,"street_address","small","#f44","restaurant"
"14-5004",NA,"STELLA'S SWEET CAFE","14-5004","Yes","1 GOVERNMENT ST #3","KITTERY","ME","703-2990","STELLA'S SWEET CAFE","1 GOVERNMENT ST #3","KITTERY","YORK","14-5004","M-V","05/12/2015","ON",43.0854805,-70.7441821,"subpremise","small","#f44","restaurant"
"14-5008",NA,"SO ZAP","14-5008","Yes","185 MAIN STREET","OGUNQUIT","ME","c","SO ZAP","185 MAIN STREET","OGUNQUIT","YORK","14-5008","S-V-M","05/07/2015","ON",43.2483054,-70.6001068,"street_address","small","#f44","restaurant"
"14-5009",NA,"EL RAYO TAQUERIA","14-5009","Yes","245 US ROUTE ONE","SCARBOROUGH","ME","780-8226","EL RAYO TAQUERIA","245 US ROUTE ONE","SCARBOROUGH","CUMBERLAND","14-5009","S-V-M","07/08/2015","ON",43.590082,-70.336867,"street_address","small","#f44","restaurant"
"14-5011",NA,"BAYLEY'S CAMPING RESORT","14-5011","Yes","275 PINE POINT ROAD","SCARBOROUGH","ME","04074","BAYLEY'S CAMPING RESORT","275 PINE POINT ROAD","SCARBOROUGH","CUMBERLAND","14-5011","V-M","06/12/2015","ON",43.546239,-70.35944,"street_address","small","#f44","restaurant"
"14-5012",NA,"HOBBS HARBORSIDE","14-5012","Yes","352 HARBOR ROAD","WELLS","ME","251-2444","HOBBS HARBORSIDE","352 HARBOR ROAD","WELLS","YORK","14-5012","S-V-M","06/30/2015","ON",43.3206806,-70.5646383,"street_address","small","#f44","restaurant"
"14-5016",NA,"LOS BANDITOS","14-5016","Yes","9 RENNAISANCE WAY","SOUTH SANFORD","ME","751-0251","LOS BANDITOS","9 RENNAISANCE WAY","SOUTH SANFORD","YORK","14-5016","S-V-M","06/09/2015","ON",43.413429,-70.7479276,"street_address","small","#f44","restaurant"
"14-5017",NA,"KING'S HEAD, THE","14-5017","Yes","254 COMMERCIAL STREET","PORTLAND","ME","518-637-8784","KING'S HEAD, THE","254 COMMERCIAL STREET","PORTLAND","CUMBERLAND","14-5017","S-V-M","06/03/2015","ON",43.653674,-70.254127,"street_address","small","#f44","restaurant"
"14-5023",NA,"BROADWAY DELI","14-5023","Yes","142 MAINE STREET","BRUNSWICK","ME","729-7781","BROADWAY DELI","142 MAINE STREET","BRUNSWICK","CUMBERLAND","14-5023","V","06/29/2015","ON",43.9147832,-69.965003,"street_address","small","#f44","restaurant"
"14-5029",NA,"BARN & TABLE","14-5029","Yes","214 BROWN STREET","WESTBROOK","ME","650-0481","BARN & TABLE","214 BROWN STREET","WESTBROOK","CUMBERLAND","14-5029","S-V-M","06/29/2015","ON",43.680284,-70.3626372,"street_address","small","#f44","restaurant"
"14-5031",NA,"LAS OLAS TAQUERIA","14-5031","Yes","1517 POST ROAD","WELLS","ME","603-231-7057","LAS OLAS TAQUERIA","1517 POST ROAD","WELLS","YORK","14-5031","S-V-M","06/30/2015","ON",43.3212166,-70.5809202,"street_address","small","#f44","restaurant"
"14-5033",NA,"LINDA BEAN'S MAINE LOBSTER BOAT CAFE","14-5033","Yes","364 MAINE MALL ROAD","SOUTH PORTLAND","ME","372-1086","LINDA BEAN'S MAINE LOBSTER BOAT CAFE","364 MAINE MALL ROAD","SOUTH PORTLAND","CUMBERLAND","14-5033","S-V-M","05/27/2015","ON",43.6342134,-70.3367879,"street_address","small","#f44","restaurant"
"14-5034",NA,"BUFFLEHEADS RESTAURANT","14-5034","Yes","122 HILLS BEACH ROAD","BIDDEFORD","ME","284-6000","BUFFLEHEADS RESTAURANT","122 HILLS BEACH ROAD","BIDDEFORD","YORK","14-5034","M-V","06/12/2015","ON",43.4548507,-70.3732883,"street_address","small","#f44","restaurant"
"14-5036",NA,"MUSE PAINTBAR","14-5036","Yes","245 COMMERCIAL STREET","PORTLAND","ME","617-775-2958","MUSE PAINTBAR","245 COMMERCIAL STREET","PORTLAND","CUMBERLAND","14-5036","V-M","05/27/2015","ON",43.6548599,-70.2547199,"street_address","small","#f44","restaurant"
"14-5042",NA,"ELEVATION BURGER","14-5042","Yes","205 COMMERCIAL STREET","PORTLAND","ME","775-6800","ELEVATION BURGER","205 COMMERCIAL STREET","PORTLAND","CUMBERLAND","14-5042","M","07/21/2015","ON",43.655662,-70.253582,"street_address","small","#f44","restaurant"
"14-5044",NA,"RED SEA RESTAURANT","14-5044","Yes","30 WASHINGTON AVENUE","PORTLAND","ME","939-7886","RED SEA RESTAURANT","30 WASHINGTON AVENUE","PORTLAND","CUMBERLAND","14-5044","M-V","08/03/2015","ON",43.66427,-70.251864,"street_address","small","#f44","restaurant"
"14-5045",NA,"MISTO !","14-5045","Yes","436 US ROUTE ONE","KITTERY","ME","703-0606","MISTO !","436 US ROUTE ONE","KITTERY","YORK","14-5045","S-V-M","07/17/2015","ON",43.1201247,-70.7216343,"street_address","small","#f44","restaurant"
"14-5046",NA,"MAPS CAFE","14-5046","Yes","64A MARKET STREET","PORTLAND","ME","347-9338","MAPS CAFE","64A MARKET STREET","PORTLAND","CUMBERLAND","14-5046","M-V","06/25/2015","ON",43.657643,-70.2539339,"street_address","small","#f44","restaurant"
"14-5051",NA,"GOURMET IN A PINCH","14-5051","Yes","312 MAYVILLE ROAD","BETHEL","ME","824-0860","GOURMET IN A PINCH","312 MAYVILLE ROAD","BETHEL","OXFORD","14-5051","S-V-M","06/18/2015","ON",44.4369512,-70.8061336,"street_address","small","#f44","restaurant"
"14-5053",NA,"GOLDEN LOTUS","14-5053","Yes","511 CONGRESS STREET","PORTLAND","ME","603-531-3904","GOLDEN LOTUS","511 CONGRESS STREET","PORTLAND","CUMBERLAND","14-5053","S-V-M","09/03/2015","ON",43.6562893,-70.2609521,"street_address","small","#f44","restaurant"
"14-5054",NA,"BISTRO 233","14-5054","Yes","233 US ROUTE ONE","YARMOUTH","ME","846-3633","BISTRO 233","233 US ROUTE ONE","YARMOUTH","CUMBERLAND","14-5054","S-V-M","07/27/2015","ON",43.789663,-70.1889,"street_address","small","#f44","restaurant"
"14-5059",NA,"CAJUN LOBSTER, THE","14-5059","Yes","90 PEPPERELL ROAD","KITTERY POINT","ME","703-2397","CAJUN LOBSTER, THE","90 PEPPERELL ROAD","KITTERY POINT","YORK","14-5059","S-V-M","08/11/2015","ON",43.0830696,-70.7034465,"street_address","small","#f44","restaurant"
"14-5061",NA,"TOPPINGS","14-5061","Yes","8 YORK STREET","KENNEBUNK","ME","985-5575","TOPPINGS","8 YORK STREET","KENNEBUNK","YORK","14-5061","M-V","09/08/2015","ON",43.3840245,-70.5440626,"street_address","small","#f44","restaurant"
"14-5062",NA,"BEACHWOOD, THE","14-5062","Yes","29 WEST GRAND AVENUE","OLD ORCHARD BEACH","ME","934-2291","BEACHWOOD, THE","29 WEST GRAND AVENUE","OLD ORCHARD BEACH","YORK","14-5062","S-V-M","08/10/2015","ON",43.5134857,-70.3754003,"street_address","small","#f44","restaurant"
"1405",NA,"CUMBERLAND FARMS #5607","1405","Yes","137 MAIN STREET","GORHAM","ME","207-839-2458","CUMBERLAND FARMS #5607","137 MAIN STREET","GORHAM","CUMBERLAND","1405","M-V","09/27/2015","OFF",43.681235,-70.437389,"street_address","small","#4f4","alcohol-shop"
"1415",NA,"CVS PHARMACY #803","1415","Yes","870 MAIN STREET","WESTBROOK","ME","207-854-8443","CVS PHARMACY #803","870 MAIN STREET","WESTBROOK","CUMBERLAND","1415","M-V","03/28/2015","OFF",43.6765144,-70.3672853,"street_address","small","#4f4","alcohol-shop"
"1416",NA,"CIRCLE K #7036","1416","Yes","1045 POST ROAD","WELLS","ME","207-646-7115","CIRCLE K #7036","1045 POST ROAD","WELLS","YORK","1416","V-M","07/15/2015","OFF",43.3049537,-70.5849123,"street_address","small","#4f4","alcohol-shop"
"1421",NA,"COUNTRY GOODS & GROCERIES","1421","Yes","566 NEWFIELD ROAD","SHAPLEIGH","ME","793-2945","COUNTRY GOODS & GROCERIES","566 NEWFIELD ROAD","SHAPLEIGH","YORK","1421","V-M","11/24/2015","OFF",43.6102105,-70.8244369,"street_address","small","#4f4","alcohol-shop"
"1424",NA,"MAINE BEER & BEVERAGE CO.","1424","Yes","28 MONUMENT SQUARE","PORTLAND","ME","207-228-2024","MAINE BEER & BEVERAGE CO.","28 MONUMENT SQUARE","PORTLAND","CUMBERLAND","1424","V-M","07/11/2015","OFF",43.6569782,-70.2590923,"street_address","small","#4f4","alcohol-shop"
"1425",NA,"QUALITY SHOP","1425","Yes","473 STEVENS AVENUE","PORTLAND","ME","774-6434","QUALITY SHOP","473 STEVENS AVENUE","PORTLAND","CUMBERLAND","1425","V-M","12/31/2014","OFF",43.6746229,-70.294786,"street_address","small","#4f4","alcohol-shop"
"1426",NA,"RITE AID #4944","1426","Yes","28 MAYVILLE ROAD","BETHEL","ME","717-214-8543","RITE AID #4944","28 MAYVILLE ROAD","BETHEL","OXFORD","1426","M-V","05/19/2015","OFF",44.4116629,-70.7951807,"street_address","small","#4f4","alcohol-shop"
"1428",NA,"CVS PHARMACY # 806","1428","Yes","51 MARKET STREET","SOUTH PORTLAND","ME","798-8166","CVS PHARMACY # 806","51 MARKET STREET","SOUTH PORTLAND","CUMBERLAND","1428","M-V","05/02/2015","OFF",43.6358283,-70.2546691,"street_address","small","#4f4","alcohol-shop"
"143",NA,"AMATO'S WESTBROOK","143","Yes","120 MAIN STREET","WESTBROOK","ME","828-2120","AMATO'S WESTBROOK","120 MAIN STREET","WESTBROOK","CUMBERLAND","143","V-M","10/01/2015","OFF",43.6773827,-70.3357036,"street_address","small","#4f4","alcohol-shop"
"1433",NA,"AMATO'S SANDWICH SHOP, INC.","1433","Yes","148 PLEASANT STREET","BRUNSWICK","ME","729-5514","AMATO'S SANDWICH SHOP, INC.","148 PLEASANT STREET","BRUNSWICK","CUMBERLAND","1433","V-M","03/15/2015","OFF",43.912818,-69.985719,"street_address","small","#4f4","alcohol-shop"
"1435",NA,"SHAW'S #7558/491","1435","Yes","510 ALFRED STREET","BIDDEFORD","ME","207-283-8616","SHAW'S #7558/491","510 ALFRED STREET","BIDDEFORD","YORK","1435","M-V","04/07/2015","OFF",43.477873,-70.4969785,"street_address","small","#4f4","alcohol-shop"
"1436",NA,"HANNAFORD #8222","1436","Yes","65 GRAY ROAD","FALMOUTH","ME","878-0050","HANNAFORD #8222","65 GRAY ROAD","FALMOUTH","CUMBERLAND","1436","V-M","06/06/2015","OFF",43.732568,-70.2950089,"street_address","small","#4f4","alcohol-shop"
"1438",NA,"MARKET DAY, LTD.","1438","Yes","135 PORT ROAD","KENNEBUNK","ME","967-5577","MARKET DAY, LTD.","135 PORT ROAD","KENNEBUNK","YORK","1438","M-V","06/17/2015","OFF",43.3625579,-70.4886879,"street_address","small","#4f4","alcohol-shop"
"144",NA,"LOG CABIN QUICK SHOP","144","Yes","96 OCEAN PARK ROAD","SACO","ME","602-1989","LOG CABIN QUICK SHOP","96 OCEAN PARK ROAD","SACO","YORK","144","M-V","03/22/2015","OFF",43.508133,-70.418143,"street_address","small","#4f4","alcohol-shop"
"1440",NA,"7-ELEVEN #32531B","1440","Yes","704 CONGRESS STREET","PORTLAND","ME","207-871-1483","7-ELEVEN #32531B","704 CONGRESS STREET","PORTLAND","CUMBERLAND","1440","V-M","08/25/2015","OFF",43.652763,-70.268362,"street_address","small","#4f4","alcohol-shop"
"1448",NA,"CALL'S SHOP'N SAVE","1448","Yes","200 MAPLE STREET   UNIT 3","CORNISH","ME","207-625-3900","CALL'S SHOP'N SAVE","200 MAPLE STREET	 UNIT 3","CORNISH","YORK","1448","V-M","11/01/2015","OFF",43.805083,-70.8148625,"street_address","small","#4f4","alcohol-shop"
