"license","Licensee Information","Business Name:","License Number:","In Business:","Location Address:","City/Town:","State:","Telephone Number:","Trade Name","Address","Town","County","License #","Permissions","Expiration Date","On or Off","latitude","longitude","accuracy","marker-size","marker-color","marker-symbol"
"1523",NA,"FRIENDLY DISCOUNT BEVERAGE","1523","Yes","1037 FOREST AVENUE","PORTLAND","ME","207-747-5754","FRIENDLY DISCOUNT BEVERAGE","1037 FOREST AVENUE","PORTLAND","CUMBERLAND","1523","V-M","01/21/2015","OFF",44.0533783,44.0533783,"street_address","small","#4f4","restaurant"
"1528",NA,"MY WINE-Y SISTER","1528","Yes","2 BEACH STREET","YORK BEACH","ME","207-361-6400","MY WINE-Y SISTER","2 BEACH STREET","YORK BEACH","YORK","1528","V-M","02/25/2015","OFF",43.668684,43.668684,"street_address","small","#4f4","restaurant"
"1536",NA,"TRADER JOE'S #519","1536","Yes","87 MARGINAL WAY","PORTLAND","ME","207-699-3799","TRADER JOE'S #519","87 MARGINAL WAY","PORTLAND","CUMBERLAND","1536","M-V","10/24/2015","OFF",43.6693135,43.6693135,"street_address","small","#4f4","restaurant"
"1545",NA,"NADEAU'S DELI & VARIETY, LLC","1545","Yes","484 ELM STREET","BIDDEFORD","ME","207-283-2944","NADEAU'S DELI & VARIETY, LLC","484 ELM STREET","BIDDEFORD","YORK","1545","M-V","05/04/2015","OFF",43.6558769,43.6558769,"street_address","small","#4f4","restaurant"
"1555",NA,"BIG APPLE FOOD STORE #1065, THE","1555","Yes","1120 PORTLAND ROAD","ARUNDEL","ME","207-743-9212","BIG APPLE FOOD STORE #1065, THE","1120 PORTLAND ROAD","ARUNDEL","YORK","1555","V-M","01/23/2015","OFF",43.6337893,43.6337893,"premise","small","#4f4","restaurant"
"1563",NA,"NEW MORNING NATURAL FOODS","1563","Yes","3 YORK STREET","KENNEBUNK","ME","207-985-6774","NEW MORNING NATURAL FOODS","3 YORK STREET","KENNEBUNK","YORK","1563","V-M","07/10/2015","OFF",43.675725,43.675725,"street_address","small","#4f4","restaurant"
"1565",NA,"CIRCLE K #7017","1565","Yes","270 RIVERSIDE STREET","PORTLAND","ME","207-774-9095","CIRCLE K #7017","270 RIVERSIDE STREET","PORTLAND","CUMBERLAND","1565","V-M","07/15/2015","OFF",43.6819961,43.6819961,"street_address","small","#4f4","restaurant"
"1569",NA,"COASTAL CONVENIENCE","1569","Yes","34A SACO AVENUE","OLD ORCHARD BEACH","ME","934-3434","COASTAL CONVENIENCE","34A SACO AVENUE","OLD ORCHARD BEACH","YORK","1569","V-M","02/08/2015","OFF",43.6383149,43.6383149,"street_address","small","#4f4","restaurant"
"1575",NA,"WALGREENS #12325","1575","Yes","616 FOREST AVENUE","PORTLAND","ME","207-761-9454","WALGREENS #12325","616 FOREST AVENUE","PORTLAND","CUMBERLAND","1575","V-M","02/28/2015","OFF",43.6576195,43.6576195,"street_address","small","#4f4","restaurant"
"1578",NA,"SEA STAR MARKET","1578","Yes","584 POOL ROAD","BIDDEFORD","ME","286-3022","SEA STAR MARKET","584 POOL ROAD","BIDDEFORD","YORK","1578","M-V","05/11/2015","OFF",43.6574583,43.6574583,"street_address","small","#4f4","restaurant"
"1589",NA,"WAL-MART SUPERCENTER #2153","1589","Yes","50 BOULDER WAY","BIDDEFORD","ME","207-286-9551","WAL-MART SUPERCENTER #2153","50 BOULDER WAY","BIDDEFORD","YORK","1589","V-M","05/29/2015","OFF",43.6538996,43.6538996,"street_address","small","#4f4","restaurant"
"16",NA,"CORNISH MARKET & VARIETY, LLC","16","Yes","124 MAIN STREET","CORNISH","ME","625-3333","CORNISH MARKET & VARIETY, LLC","124 MAIN STREET","CORNISH","YORK","16","V-M","10/29/2015","OFF",43.589337,43.589337,"street_address","small","#4f4","restaurant"
"1600",NA,"LOVELL VILLAGE STORE & RESTAURANT","1600","Yes","234 MAIN STREET","LOVELL","ME","207-925-1663","LOVELL VILLAGE STORE & RESTAURANT","234 MAIN STREET","LOVELL","OXFORD","1600","M-V","05/21/2015","OFF",43.6836255,43.6836255,"street_address","small","#4f4","restaurant"
"161",NA,"RITE AID #4112","161","Yes","15 SACO AVENUE","OLD ORCHARD BEACH","ME","717-214-8543","RITE AID #4112","15 SACO AVENUE","OLD ORCHARD BEACH","YORK","161","M-V","12/28/2015","OFF",43.6952816,43.6952816,"street_address","small","#4f4","restaurant"
"1610",NA,"BROWN SHIP SERVICES","1610","Yes","36 UNION WHARF","PORTLAND","ME","772-3796","BROWN SHIP SERVICES","36 UNION WHARF","PORTLAND","CUMBERLAND","1610","M-V","12/10/2014","OFF",43.8603802,43.8603802,"street_address","small","#4f4","restaurant"
"1611",NA,"JD'S PACKAGE STORE, INC.","1611","Yes","13 SOKOKIS TRAIL","EAST WATERBORO","ME","247-3991","JD'S PACKAGE STORE, INC.","13 SOKOKIS TRAIL","EAST WATERBORO","YORK","1611","V-M","11/09/2015","OFF",43.9629329,43.9629329,"street_address","small","#4f4","restaurant"
"1624",NA,"CIRCLE K #7053","1624","Yes","775 PORTLAND ROAD","SACO","ME","207-284-1323","CIRCLE K #7053","775 PORTLAND ROAD","SACO","YORK","1624","V-M","07/15/2015","OFF",43.801554,43.801554,"street_address","small","#4f4","restaurant"
"1628",NA,"BIG APPLE FOOD STORE #1118","1628","Yes","742 PORTLAND ROAD","SACO","ME","207-743-9212","BIG APPLE FOOD STORE #1118","742 PORTLAND ROAD","SACO","YORK","1628","V-M","05/28/2015","OFF",43.6336523,43.6336523,"street_address","small","#4f4","restaurant"
"1634",NA,"CARMINE'S","1634","Yes","164 VERANDA STREET","PORTLAND","ME","207-774-6899","CARMINE'S","164 VERANDA STREET","PORTLAND","CUMBERLAND","1634","M-V","03/31/2015","OFF",43.6572769,43.6572769,"street_address","small","#4f4","restaurant"
"1636",NA,"CIRCLE K #7047","1636","Yes","1227 MAIN STREET","SANFORD","ME","207-324-7475","CIRCLE K #7047","1227 MAIN STREET","SANFORD","YORK","1636","V-M","07/15/2015","OFF",43.942127,43.942127,"street_address","small","#4f4","restaurant"
"164",NA,"CUMBERLAND FARMS #5570","164","Yes","1136 FOREST AVENUE","PORTLAND","ME","207-797-9927","CUMBERLAND FARMS #5570","1136 FOREST AVENUE","PORTLAND","CUMBERLAND","164","V-M","09/30/2015","OFF",44.047944,44.047944,"street_address","small","#4f4","restaurant"
"1641",NA,"CUMBERLAND FARMS #5568","1641","Yes","10 ROUTE 236","SOUTH BERWICK","ME","207-384-6269","CUMBERLAND FARMS #5568","10 ROUTE 236","SOUTH BERWICK","YORK","1641","M-V","09/30/2015","OFF",43.6350898,43.6350898,"street_address","small","#4f4","restaurant"
"1646",NA,"GOOSE ROCKS BEACH GENERAL STORE","1646","Yes","3 DYKE ROAD","KENNEBUNKPORT","ME","967-2289","GOOSE ROCKS BEACH GENERAL STORE","3 DYKE ROAD","KENNEBUNKPORT","YORK","1646","M-V","06/24/2015","OFF",43.647279,43.647279,"street_address","small","#4f4","restaurant"
"1650",NA,"BIDDEFORD GETTY MART","1650","Yes","151 ELM STREET","BIDDEFORD","ME","207-282-7243","BIDDEFORD GETTY MART","151 ELM STREET","BIDDEFORD","YORK","1650","M-V","08/12/2015","OFF",43.678761,43.678761,"street_address","small","#4f4","restaurant"
"166",NA,"NASON'S CORNER STORE","166","Yes","1103 NEW COUNTY ROAD","DAYTON","ME","207-432-7221","NASON'S CORNER STORE","1103 NEW COUNTY ROAD","DAYTON","YORK","166","M-V","10/02/2015","OFF",43.889166,43.889166,"street_address","small","#4f4","restaurant"
"1661",NA,"BIER CELLAR","1661","Yes","299 FOREST AVENUE","PORTLAND","ME","200-6258","BIER CELLAR","299 FOREST AVENUE","PORTLAND","CUMBERLAND","1661","V-M","05/30/2015","OFF",43.5904145,43.5904145,"street_address","small","#4f4","restaurant"
"1662",NA,"PORT LOBSTER CO INC.","1662","Yes","122 OCEAN AVENUE","KENNEBUNKPORT","ME","967-2081","PORT LOBSTER CO INC.","122 OCEAN AVENUE","KENNEBUNKPORT","YORK","1662","M-V","01/15/2015","OFF",43.9022925,43.9022925,"street_address","small","#4f4","restaurant"
"1665",NA,"YARDARM VILLAGE INN","1665","Yes","406 SHORE ROAD","OGUNQUIT","ME","646-7006","YARDARM VILLAGE INN","406 SHORE ROAD","OGUNQUIT","YORK","1665","M-V","05/01/2015","OFF",43.6357194,43.6357194,"street_address","small","#4f4","restaurant"
"1668",NA,"FOUR CORNER STORE","1668","Yes","2 SEBAGO ROAD","HIRAM","ME","207-625-2148","FOUR CORNER STORE","2 SEBAGO ROAD","HIRAM","OXFORD","1668","V-M","06/02/2015","OFF",43.6569963,43.6569963,"street_address","small","#4f4","restaurant"
"167",NA,"SAMAIYRA MART","167","Yes","628 PEQUAKWET TRAIL","BROWNFIELD","ME","935-7030","SAMAIYRA MART","628 PEQUAKWET TRAIL","BROWNFIELD","OXFORD","167","V-M","10/21/2015","OFF",43.6767236,43.6767236,"street_address","small","#4f4","restaurant"
"1677",NA,"ROUTE 236 VARIETY & GRILL","1677","Yes","806 DOW HIGHWAY","ELIOT","ME","207-703-0225","ROUTE 236 VARIETY & GRILL","806 DOW HIGHWAY","ELIOT","YORK","1677","M-V","01/26/2015","OFF",43.6642269,43.6642269,"street_address","small","#4f4","restaurant"
"1678",NA,"CUMBERLAND FARMS #5567","1678","Yes","230 YORK STREET","YORK","ME","207-351-3087","CUMBERLAND FARMS #5567","230 YORK STREET","YORK","YORK","1678","M-V","09/30/2015","OFF",43.656919,43.656919,"street_address","small","#4f4","restaurant"
"1681",NA,"BENNETT'S STORE","1681","Yes","200 SEA ROAD","KENNEBUNK","ME","207-967-5401","BENNETT'S STORE","200 SEA ROAD","KENNEBUNK","YORK","1681","V-M","04/29/2015","OFF",43.91169,43.91169,"street_address","small","#4f4","restaurant"
"1687",NA,"RITE AID PHARMACY #3307","1687","Yes","400 US ROUTE ONE","YORK","ME","717-214-8543","RITE AID PHARMACY #3307","400 US ROUTE ONE","YORK","YORK","1687","M-V","09/09/2015","OFF",43.6195088,43.6195088,"street_address","small","#4f4","restaurant"
"1696",NA,"SPILL THE WINE","1696","Yes","6A  EAST GRAND AVENUE","OLD ORCHARD BEACH","ME","207-934-9100","SPILL THE WINE","6A  EAST GRAND AVENUE","OLD ORCHARD BEACH","YORK","1696","V-M","07/12/2015","OFF",43.8124327,43.8124327,"street_address","small","#4f4","restaurant"
"1701",NA,"HAROLD'S CUT RATE","1701","Yes","11 EAST GRAND AVENUE","OLD ORCHARD BEACH","ME","934-4382","HAROLD'S CUT RATE","11 EAST GRAND AVENUE","OLD ORCHARD BEACH","YORK","1701","V-M","03/26/2015","OFF",43.639731,43.639731,"street_address","small","#4f4","restaurant"
"1718",NA,"PERKINS & PERKINS","1718","Yes","478 MAIN STREET","OGUNQUIT","ME","646-0288","PERKINS & PERKINS","478 MAIN STREET","OGUNQUIT","YORK","1718","M-V","05/22/2015","OFF",43.6528727,43.6528727,"street_address","small","#4f4","restaurant"
"1722",NA,"WAVES OCEANFRONT RESORT","1722","Yes","77 WEST GRAND AVENUE","OLD ORCHARD BEACH","ME","207-934-4949","WAVES OCEANFRONT RESORT","77 WEST GRAND AVENUE","OLD ORCHARD BEACH","YORK","1722","V-M","05/15/2015","OFF",43.6356129,43.6356129,"street_address","small","#4f4","restaurant"
"1727",NA,"BEACHSIDE VARIETY","1727","Yes","124 WEST GRAND AVENUE","OLD ORCHARD BEACH","ME","934-3017","BEACHSIDE VARIETY","124 WEST GRAND AVENUE","OLD ORCHARD BEACH","YORK","1727","V-M","06/12/2015","OFF",43.6493516,43.6493516,"street_address","small","#4f4","restaurant"
"1734",NA,"ONE EARTH NATURAL FOOD STORE","1734","Yes","191 EMERY MILLS ROAD","SHAPLEIGH","ME","636-2500","ONE EARTH NATURAL FOOD STORE","191 EMERY MILLS ROAD","SHAPLEIGH","YORK","1734","M-V","09/20/2015","OFF",43.6566615,43.6566615,"street_address","small","#4f4","restaurant"
"1735",NA,"CUMBERLAND FARMS #5584","1735","Yes","42  SCHOOL STREET","BERWICK","ME","207-698-1466","CUMBERLAND FARMS #5584","42  SCHOOL STREET","BERWICK","YORK","1735","V-M","09/30/2015","OFF",43.6544364,43.6544364,"street_address","small","#4f4","restaurant"
"1746",NA,"DYER'S VARIETY STORE","1746","Yes","45 PORTLAND ST","PORTLAND","ME","207-772-1360","DYER'S VARIETY STORE","45 PORTLAND ST","PORTLAND","CUMBERLAND","1746","V-M","07/25/2015","OFF",43.6354475,43.6354475,"street_address","small","#4f4","restaurant"
"175",NA,"CVS / PHARMACY #143","175","Yes","384 ELM STREET","BIDDEFORD","ME","207-282-3187","CVS / PHARMACY #143","384 ELM STREET","BIDDEFORD","YORK","175","M-V","10/21/2015","OFF",43.6373015,43.6373015,"street_address","small","#4f4","restaurant"
"1752",NA,"DIAMOND COVE GENERAL STORE","1752","Yes","255 DIAMOND AVENUE - GREAT DIAMOND ISLAND","PORTLAND","ME","207-766-3000","DIAMOND COVE GENERAL STORE","255 DIAMOND AVENUE - GREAT DIAMOND
ISLAND","PORTLAND","CUMBERLAND","1752","M-V","05/23/2015","OFF",43.856435,43.856435,"street_address","small","#4f4","restaurant"
"1754",NA,"CVS - PHARMACY #523","1754","Yes","797 MAIN STREET, SUITE D","SANFORD","ME","207-324-3110","CVS - PHARMACY #523","797 MAIN STREET, SUITE D","SANFORD","YORK","1754","V-M","01/10/2015","OFF",43.573254,43.573254,"street_address","small","#4f4","restaurant"
"1756",NA,"FRIENDSHIP STORE, INC.","1756","Yes","57 EAST GRAND AVENUE","OLD ORCHARD BEACH","ME","934-1188","FRIENDSHIP STORE, INC.","57 EAST GRAND AVENUE","OLD ORCHARD BEACH","YORK","1756","V-M","07/14/2015","OFF",43.6249279,43.6249279,"street_address","small","#4f4","restaurant"
"1758",NA,"BROWNE TRADING GOURMET MARKET","1758","Yes","262 COMMERCIAL  STREET","PORTLAND","ME","775-7560","BROWNE TRADING GOURMET MARKET","262 COMMERCIAL  STREET","PORTLAND","CUMBERLAND","1758","M-V","05/22/2015","OFF",43.655564,43.655564,"street_address","small","#4f4","restaurant"
"1759",NA,"LOW'S ALFRED","1759","Yes","70 SANFORD ROAD","ALFRED","ME","459-7400","LOW'S ALFRED","70 SANFORD ROAD","ALFRED","YORK","1759","M-V","12/26/2014","OFF",43.6513255,43.6513255,"street_address","small","#4f4","restaurant"
"1768",NA,"WALGREENS #11886","1768","Yes","127 MARGINAL WAY","PORTLAND","ME","207-771-5631","WALGREENS #11886","127 MARGINAL WAY","PORTLAND","CUMBERLAND","1768","V-M","03/30/2015","OFF",43.8027749,43.8027749,"street_address","small","#4f4","restaurant"
"1769",NA,"BIDDEFORD SMOKE SHOP","1769","Yes","299 MAIN STREET   SUITE 3","BIDDEFORD","ME","650-8932","BIDDEFORD SMOKE SHOP","299 MAIN STREET	SUITE 3","BIDDEFORD","YORK","1769","M-V","02/27/2015","OFF",43.732778,43.732778,"street_address","small","#4f4","restaurant"
"177",NA,"THREE D'S VARIETY STORE","177","Yes","885 BRIGHTON AVENUE","PORTLAND","ME","207-619-7220","THREE D'S VARIETY STORE","885 BRIGHTON AVENUE","PORTLAND","CUMBERLAND","177","V-M","02/07/2015","OFF",43.9113296,43.9113296,"subpremise","small","#4f4","restaurant"
"1772",NA,"CUMBERLAND FARMS #5566","1772","Yes","982 MAIN STREET","SANFORD","ME","207-324-7180","CUMBERLAND FARMS #5566","982 MAIN STREET","SANFORD","YORK","1772","V-M","09/30/2015","OFF",43.9490496,43.9490496,"street_address","small","#4f4","restaurant"
"1775",NA,"DOWN EAST WINE IMPORTS","1775","Yes","13 WESTERN AVENUE","KENNEBUNK","ME","207-967-9171","DOWN EAST WINE IMPORTS","13 WESTERN AVENUE","KENNEBUNK","YORK","1775","V","06/03/2015","OFF",43.9663388,43.9663388,"street_address","small","#4f4","restaurant"
"1787",NA,"CUMBERLAND FARMS #5616","1787","Yes","564 ALFRED STREET","BIDDEFORD","ME","207-283-3410","CUMBERLAND FARMS #5616","564 ALFRED STREET","BIDDEFORD","YORK","1787","V-M","11/18/2015","OFF",43.854326,43.854326,"street_address","small","#4f4","restaurant"
"1788",NA,"TAMI LYN'S PLACE","1788","Yes","126 W. GRAND","OLD ORCHARD BEACH","ME","207-934-4292","TAMI LYN'S PLACE","126 W. GRAND","OLD ORCHARD BEACH","YORK","1788","V-M","08/21/2015","OFF",43.65308,43.65308,"street_address","small","#4f4","restaurant"
"1803",NA,"CUMBERLAND FARMS #5576","1803","Yes","34 MAIN STREET","NORTH BERWICK","ME","207-676-8508","CUMBERLAND FARMS #5576","34 MAIN STREET","NORTH BERWICK","YORK","1803","M-V","09/30/2015","OFF",43.8340593,43.8340593,"street_address","small","#4f4","restaurant"
"181",NA,"FRESH APPROACH II","181","Yes","155 BRACKETT STREET","PORTLAND","ME","207-774-7250","FRESH APPROACH II","155 BRACKETT STREET","PORTLAND","CUMBERLAND","181","M-V","02/12/2015","OFF",43.840064,43.840064,"subpremise","small","#4f4","restaurant"
"1817",NA,"MAINE-LY DRIZZLE, LLC","1817","Yes","2 OCEAN AVENUE","KENNEBUNKPORT","ME","207-967-2515","MAINE-LY DRIZZLE, LLC","2 OCEAN AVENUE","KENNEBUNKPORT","YORK","1817","V-M","02/11/2015","OFF",43.6536985,43.6536985,"street_address","small","#4f4","restaurant"
"1818",NA,"MAINE'S PANTRY","1818","Yes","111 COMMERCIAL STREET","PORTLAND","ME","207-228-2028","MAINE'S PANTRY","111 COMMERCIAL STREET","PORTLAND","CUMBERLAND","1818","V-M","06/26/2015","OFF",43.916634,43.916634,"street_address","small","#4f4","restaurant"
"1824",NA,"S S SUPER SUBS","1824","Yes","69 JEFFERSON STREET","BIDDEFORD","ME","207-284-5636","S S SUPER SUBS","69 JEFFERSON STREET","BIDDEFORD","YORK","1824","M-V","01/07/2015","OFF",43.917265,43.917265,"street_address","small","#4f4","restaurant"
"183",NA,"OLD PORT WINE MERCHANTS","183","Yes","223 COMMERCIAL STREET","PORTLAND","ME","772-9463","OLD PORT WINE MERCHANTS","223 COMMERCIAL STREET","PORTLAND","CUMBERLAND","183","V","05/25/2015","OFF",43.798262,43.798262,"street_address","small","#4f4","restaurant"
"1847",NA,"BIG APPLE FOOD STORE #1067","1847","Yes","6 WESTERN AVENUE","KENNEBUNKPORT","ME","743-9212","BIG APPLE FOOD STORE #1067","6 WESTERN AVENUE","KENNEBUNKPORT","YORK","1847","M-V","05/23/2015","OFF",43.77055,43.77055,"street_address","small","#4f4","restaurant"
"1850",NA,"BIG APPLE FOOD STORE #1114","1850","Yes","1110 CAPE ROAD","HOLLIS","ME","743-9212","BIG APPLE FOOD STORE #1114","1110 CAPE ROAD","HOLLIS","YORK","1850","V-M","04/30/2015","OFF",43.6624357,43.6624357,"street_address","small","#4f4","restaurant"
"1857",NA,"7-ELEVEN #32540 A","1857","Yes","66 ALFRED STREET","BIDDEFORD","ME","207-282-4498","7-ELEVEN #32540 A","66 ALFRED STREET","BIDDEFORD","YORK","1857","M-V","06/13/2015","OFF",43.6630513,43.6630513,"street_address","small","#4f4","restaurant"
"1866",NA,"CUMBERLAND FARMS #5613","1866","Yes","512 WOODSFORD STREET","PORTLAND","ME","207-773-7792","CUMBERLAND FARMS #5613","512 WOODSFORD STREET","PORTLAND","CUMBERLAND","1866","V-M","11/09/2015","OFF",43.6850819,43.6850819,"street_address","small","#4f4","restaurant"
"1905",NA,"CVS PHARMACY #804","1905","Yes","1406 CONGRESS ST. - WEST GATE S/C","PORTLAND","ME","207-773-5511","CVS PHARMACY #804","1406 CONGRESS ST. - WEST GATE S/C","PORTLAND","CUMBERLAND","1905","V-M","06/27/2015","OFF",43.881349,43.881349,"street_address","small","#4f4","restaurant"
"1907",NA,"ELIOT MEAT MARKET","1907","Yes","177 MOSES GERRISH FARMS RD.","ELIOT","ME","207-439-2983","ELIOT MEAT MARKET","177 MOSES GERRISH FARMS RD.","ELIOT","YORK","1907","M-V","05/08/2015","OFF",43.881349,43.881349,"street_address","small","#4f4","restaurant"
"1935",NA,"CITY BEVERAGE","1935","Yes","1 EXCHANGE STREET","PORTLAND","ME","233-1607","CITY BEVERAGE","1 EXCHANGE STREET","PORTLAND","CUMBERLAND","1935","V-M","07/13/2015","OFF",43.7400448,43.7400448,"street_address","small","#4f4","restaurant"
"1949",NA,"PLUMMER'S SUPERMARKET","1949","Yes","235 PARKER FARM ROAD","BUXTON","ME","727-3126","PLUMMER'S SUPERMARKET","235 PARKER FARM ROAD","BUXTON","YORK","1949","V-M","12/31/2014","OFF",43.7027404,43.7027404,"street_address","small","#4f4","restaurant"
"1955",NA,"RITE AID #3298","1955","Yes","713 CONGRESS STREET","PORTLAND","ME","717-214-8543","RITE AID #3298","713 CONGRESS STREET","PORTLAND","CUMBERLAND","1955","M-V","05/26/2015","OFF",43.907887,43.907887,"street_address","small","#4f4","restaurant"
"1960",NA,"LANDING STORE, THE","1960","Yes","157 SUMMER STREET","KENNEBUNK","ME","207-985-2448","LANDING STORE, THE","157 SUMMER STREET","KENNEBUNK","YORK","1960","V-M","05/15/2015","OFF",43.8358787,43.8358787,"street_address","small","#4f4","restaurant"
"1968",NA,"CUMBERLAND FARMS #5577","1968","Yes","1547 POST ROAD","WELLS","ME","207-641-8645","CUMBERLAND FARMS #5577","1547 POST ROAD","WELLS","YORK","1968","V-M","09/30/2015","OFF",43.6774009,43.6774009,"street_address","small","#4f4","restaurant"
"1976",NA,"RITE AID #3277","1976","Yes","290 CONGRESS STREET EAST","PORTLAND","ME","717-214-8543","RITE AID #3277","290 CONGRESS STREET EAST","PORTLAND","CUMBERLAND","1976","V-M","05/26/2015","OFF",43.7932465,43.7932465,"street_address","small","#4f4","restaurant"
"1981",NA,"RITE AID #3286","1981","Yes","335 ALFRED STREET","BIDDEFORD","ME","717-214-8543","RITE AID #3286","335 ALFRED STREET","BIDDEFORD","YORK","1981","M-V","05/27/2015","OFF",43.6559105,43.6559105,"street_address","small","#4f4","restaurant"
"1987",NA,"PINE TREE COUNTRY STORE","1987","Yes","435 US ROUTE ONE, UNIT 6","KITTERY","ME","207-439-2212","PINE TREE COUNTRY STORE","435 US ROUTE ONE, UNIT 6","KITTERY","YORK","1987","V-M","06/07/2015","OFF",43.6555231,43.6555231,"street_address","small","#4f4","restaurant"
"1988",NA,"AMATO'S  BIDDEFORD","1988","Yes","458 ALFRED STREET","BIDDEFORD","ME","286-2934","AMATO'S  BIDDEFORD","458 ALFRED STREET","BIDDEFORD","YORK","1988","V-M","07/19/2015","OFF",43.6396332,43.6396332,"route","small","#4f4","restaurant"
"199",NA,"BEACHWAY GENERAL STORE","199","Yes","153 BEACH STREET","SACO","ME","207-282-0202","BEACHWAY GENERAL STORE","153 BEACH STREET","SACO","YORK","199","V-M","12/28/2014","OFF",43.668764,43.668764,"street_address","small","#4f4","restaurant"
"1995",NA,"BOSTON CONNECTION","1995","Yes","170 ELM STREET","BIDDEFORD","ME","207-283-3354","BOSTON CONNECTION","170 ELM STREET","BIDDEFORD","YORK","1995","V-M","05/11/2015","OFF",43.661023,43.661023,"street_address","small","#4f4","restaurant"
"1997",NA,"WELLS XTRA MART","1997","Yes","718 POST ROAD","WELLS","ME","646-9588","WELLS XTRA MART","718 POST ROAD","WELLS","YORK","1997","V-M","02/01/2015","OFF",43.608511,43.608511,"street_address","small","#4f4","restaurant"
"2006",NA,"WELLS CLIPPER MART","2006","Yes","329 POST ROAD","WELLS","ME","207-641-2337","WELLS CLIPPER MART","329 POST ROAD","WELLS","YORK","2006","M-V","11/03/2015","OFF",43.9091955,43.9091955,"street_address","small","#4f4","restaurant"
"2011",NA,"STATION HOUSE CONVENIENCE STORE","2011","Yes","415 HOLLIS ROAD","HOLLIS CENTER","ME","207-651-6291","STATION HOUSE CONVENIENCE STORE","415 HOLLIS ROAD","HOLLIS CENTER","YORK","2011","V-M","08/07/2015","OFF",43.601188,43.601188,"street_address","small","#4f4","restaurant"
